Year,Month,Day,Hour Start,Minute Start,Hour End,Minute End,Hour Peak,Minute Peak,Hour Peak,Minute Peak,Peak Flux
2013,4,26,8,51,9,1,8,57,8,56,3.09E-06
2014,2,7,10,2,10,9,10,6,10,6,3.08E-06
2015,2,1,21,13,21,36,21,26,21,26,3.08E-06
2013,12,21,0,6,0,18,0,13,0,14,3.08E-06
2013,11,17,18,59,19,10,19,6,19,6,3.08E-06
2013,11,17,5,23,5,30,5,27,5,26,3.08E-06
2013,4,27,12,6,12,33,12,17,12,16,3.08E-06
2012,7,10,23,57,0,23,0,9,0,8,3.08E-06
2015,12,25,22,48,23,14,23,0,23,0,3.08E-06
2015,5,9,8,1,8,24,8,13,8,12,3.08E-06
2013,12,28,12,40,12,58,12,47,12,48,3.08E-06
2012,5,6,16,39,16,59,16,53,16,52,3.08E-06
2013,12,20,14,52,15,15,15,4,15,4,3.07E-06
2013,7,28,12,12,12,29,12,21,12,20,3.07E-06
2014,12,24,4,11,4,55,4,35,4,36,3.07E-06
2012,6,15,0,32,1,6,0,52,0,52,3.07E-06
2016,1,15,2,34,2,41,2,39,2,40,3.07E-06
2015,10,2,11,37,11,54,11,44,11,44,3.07E-06
2013,4,29,2,24,2,54,2,46,2,46,3.07E-06
2011,9,20,21,38,21,46,21,42,21,42,3.07E-06
2016,8,8,9,5,9,27,9,21,9,20,3.06E-06
2012,8,3,21,20,21,31,21,27,21,28,3.06E-06
2015,5,12,11,45,11,56,11,51,11,52,3.06E-06
2014,10,10,15,42,18,21,16,47,16,46,3.06E-06
2013,10,15,10,25,10,34,10,29,10,30,3.06E-06
2013,5,10,2,40,2,47,2,44,2,44,3.06E-06
2015,9,16,2,5,2,36,2,24,2,24,3.06E-06
2015,2,4,18,43,19,37,19,12,19,12,3.06E-06
2014,12,16,6,7,6,16,6,14,6,14,3.06E-06
2016,2,16,1,45,2,4,1,59,1,58,3.05E-06
2014,10,6,16,35,17,34,17,7,17,6,3.05E-06
2014,4,21,22,9,22,46,22,29,22,30,3.05E-06
2012,7,11,5,26,5,38,5,33,5,32,3.05E-06
2015,9,24,23,41,0,7,23,47,23,46,3.05E-06
2013,6,7,11,42,12,0,11,51,11,52,3.05E-06
2012,5,11,3,35,3,46,3,42,3,42,3.05E-06
2016,2,5,0,49,1,3,0,56,0,56,3.05E-06
2013,11,17,15,3,15,16,15,12,15,12,3.05E-06
2012,7,16,4,52,5,9,4,58,4,58,3.05E-06
2011,9,15,16,18,16,41,16,26,16,26,3.05E-06
2014,12,2,22,25,22,48,22,30,22,30,3.05E-06
2014,1,14,3,23,3,29,3,27,3,28,3.05E-06
2013,11,15,20,2,20,15,20,9,20,8,3.05E-06
2012,8,31,7,13,7,27,7,21,7,22,3.05E-06
2011,9,7,19,55,20,19,20,6,20,6,3.05E-06
2017,4,2,16,20,16,38,16,27,16,26,3.04E-06
2012,5,10,5,55,6,6,6,1,6,0,3.04E-06
2015,3,29,6,50,7,26,6,56,6,56,3.04E-06
2012,6,28,4,45,4,55,4,52,4,52,3.04E-06
2011,9,23,18,11,18,35,18,22,18,22,3.04E-06
2011,2,18,12,16,12,24,12,20,12,20,3.04E-06
2013,12,17,23,25,23,32,23,29,23,28,3.04E-06
2012,7,18,5,55,6,9,6,2,6,2,3.04E-06
2015,4,6,18,35,19,14,19,6,19,6,3.03E-06
2013,10,14,21,38,22,3,21,53,21,54,3.03E-06
2012,11,28,17,38,18,6,17,58,17,58,3.03E-06
2012,12,25,18,4,18,15,18,10,18,10,3.03E-06
2014,5,8,1,21,2,6,1,40,1,40,3.03E-06
2015,5,4,2,49,3,12,3,3,3,2,3.02E-06
2014,2,27,9,0,10,0,9,56,9,56,3.02E-06
2012,11,20,1,37,2,23,2,7,2,6,3.02E-06
2014,3,1,15,40,16,9,16,0,16,0,3.02E-06
2013,11,14,8,55,9,18,9,6,9,6,3.02E-06
2015,1,29,4,20,4,47,4,33,4,32,3.01E-06
2014,1,3,6,29,7,18,7,0,7,0,3.01E-06
2011,12,27,9,17,9,26,9,23,9,22,3.01E-06
2011,12,14,5,12,5,25,5,17,5,18,3.01E-06
2015,4,13,23,9,23,26,23,23,23,24,3.01E-06
2015,1,29,2,42,2,55,2,52,2,52,3.01E-06
2014,2,26,3,46,4,6,3,59,3,58,3.01E-06
2013,11,10,3,30,3,49,3,40,3,40,3.01E-06
2013,11,6,21,19,21,43,21,27,21,28,3.01E-06
2012,7,12,7,23,8,21,8,5,8,4,3.01E-06
2014,12,19,22,26,22,33,22,30,22,30,3.01E-06
2014,10,30,12,37,12,52,12,44,12,44,3.01E-06
2013,12,23,19,14,19,27,19,21,19,22,3.01E-06
2015,4,12,8,11,8,27,8,16,8,16,3.01E-06
2015,1,20,22,57,23,36,23,18,23,18,3.01E-06
2015,9,23,7,23,7,34,7,30,7,30,3.00E-06
2013,7,15,3,11,4,8,3,44,3,44,3.00E-06
2011,10,29,14,44,15,1,14,52,14,52,3.00E-06
2011,9,5,6,50,6,57,6,54,6,54,3.00E-06
2013,4,7,15,55,16,4,16,0,16,0,3.00E-06
2016,6,13,5,33,6,18,5,52,5,52,3.00E-06
2013,11,16,17,7,17,16,17,12,17,12,3.00E-06
2011,3,7,2,2,2,22,2,12,2,12,3.00E-06
2015,3,10,23,19,23,32,23,27,23,26,3.00E-06
2014,6,11,18,39,18,50,18,45,18,44,3.00E-06
2014,5,16,7,12,7,18,7,16,7,16,3.00E-06
2011,7,27,9,56,10,12,10,2,10,2,3.00E-06
2013,4,23,23,21,23,28,23,25,23,26,2.99E-06
2012,8,9,5,27,5,35,5,33,5,32,2.99E-06
2013,2,2,19,48,20,7,19,58,19,58,2.99E-06
2012,9,2,1,50,2,10,1,58,1,58,2.99E-06
2011,12,29,17,27,17,46,17,32,17,32,2.99E-06
2011,7,27,1,38,2,35,2,1,2,0,2.99E-06
2013,10,15,8,13,8,18,8,16,8,16,2.98E-06
2016,7,21,0,19,0,41,0,37,0,36,2.98E-06
2014,12,14,8,4,8,12,8,9,8,8,2.98E-06
2012,5,10,16,55,17,4,16,59,16,58,2.98E-06
2012,3,21,12,38,13,1,12,52,12,52,2.98E-06
2011,4,22,22,55,23,5,23,0,23,0,2.98E-06
2012,7,29,11,56,12,7,12,3,12,2,2.97E-06
2015,9,16,15,20,15,43,15,28,15,28,2.97E-06
2015,1,14,22,47,23,45,23,24,23,24,2.97E-06
2014,8,20,19,38,20,3,19,57,19,58,2.97E-06
2013,1,6,2,57,3,9,3,3,3,2,2.97E-06
2010,3,27,18,23,18,33,18,29,18,28,2.97E-06
2016,2,12,22,34,22,43,22,39,22,38,2.96E-06
2014,10,26,1,8,1,27,1,13,1,12,2.96E-06
2014,4,22,7,57,8,12,8,3,8,4,2.96E-06
2014,4,16,7,17,7,26,7,22,7,22,2.96E-06
2011,11,20,11,45,12,4,11,55,11,54,2.96E-06
2011,3,10,3,50,4,17,3,58,3,58,2.96E-06
2016,2,16,18,44,18,53,18,50,18,50,2.96E-06
2015,10,2,18,45,19,1,18,50,18,50,2.96E-06
2014,4,13,23,46,0,0,23,52,23,52,2.96E-06
2011,4,22,12,29,12,39,12,36,12,36,2.96E-06
2014,9,15,2,4,2,46,2,24,2,24,2.96E-06
2014,2,13,12,33,13,16,12,42,12,42,2.96E-06
2015,2,10,4,17,4,30,4,21,4,22,2.96E-06
2010,2,12,22,33,22,44,22,40,22,40,2.96E-06
2015,1,28,10,38,10,46,10,43,10,44,2.95E-06
2014,7,6,8,9,8,30,8,16,8,16,2.95E-06
2014,12,14,5,48,6,0,5,53,5,54,2.95E-06
2013,12,9,11,15,11,48,11,30,11,30,2.95E-06
2013,11,16,5,31,5,43,5,38,5,38,2.95E-06
2013,10,12,22,2,22,28,22,16,22,16,2.95E-06
2012,7,4,19,30,19,37,19,34,19,34,2.95E-06
2016,4,13,23,28,0,1,23,43,23,42,2.95E-06
2015,11,4,0,25,0,37,0,32,0,32,2.95E-06
2014,10,16,23,34,23,44,23,38,23,38,2.95E-06
2014,1,14,15,57,16,6,16,4,16,4,2.95E-06
2013,12,15,9,8,9,16,9,13,9,14,2.95E-06
2015,1,12,7,42,7,56,7,51,7,50,2.95E-06
2013,11,17,20,17,20,26,20,21,20,20,2.95E-06
2013,10,20,8,33,8,46,8,40,8,40,2.95E-06
2011,8,29,10,15,11,49,11,17,11,18,2.95E-06
2014,11,28,4,18,4,24,4,22,4,22,2.94E-06
2014,8,30,14,22,14,29,14,25,14,26,2.94E-06
2012,7,4,14,10,14,17,14,13,14,12,2.94E-06
2015,4,12,1,13,1,27,1,21,1,22,2.94E-06
2013,10,19,9,27,9,43,9,34,9,34,2.94E-06
2014,3,30,22,14,22,28,22,20,22,20,2.94E-06
2011,3,1,8,52,9,34,9,18,9,18,2.93E-06
2012,9,3,23,21,23,42,23,31,23,32,2.93E-06
2012,5,6,3,13,3,37,3,25,3,24,2.93E-06
2015,6,12,11,53,12,3,11,58,11,58,2.92E-06
2014,11,23,18,0,18,13,18,10,18,10,2.92E-06
2011,6,10,17,39,18,10,17,51,17,52,2.92E-06
2016,2,5,7,15,7,30,7,22,7,22,2.92E-06
2016,1,28,21,48,22,2,21,57,21,56,2.92E-06
2014,6,16,19,9,19,24,19,18,19,18,2.92E-06
2013,7,5,0,51,1,1,0,57,0,56,2.92E-06
2016,1,1,22,25,22,33,22,30,22,30,2.91E-06
2014,12,20,15,1,15,11,15,6,15,6,2.91E-06
2014,9,2,20,56,21,4,21,0,21,0,2.91E-06
2011,9,13,23,31,23,50,23,36,23,36,2.91E-06
2014,2,7,14,41,14,56,14,52,14,52,2.91E-06
2013,5,2,20,41,20,49,20,46,20,46,2.91E-06
2012,9,30,6,34,7,10,6,45,6,44,2.91E-06
2011,3,5,20,51,21,53,21,44,21,44,2.91E-06
2010,11,11,2,6,2,28,2,14,2,14,2.91E-06
2015,4,12,22,16,22,34,22,26,22,26,2.90E-06
2013,5,8,0,15,0,30,0,22,0,22,2.90E-06
2013,2,23,18,45,19,9,18,56,18,56,2.90E-06
2011,10,16,6,41,7,28,7,1,7,2,2.90E-06
2014,12,19,16,6,16,13,16,10,16,10,2.90E-06
2014,11,26,6,9,6,24,6,17,6,16,2.90E-06
2013,3,22,2,33,2,45,2,38,2,38,2.90E-06
2012,3,4,3,28,3,38,3,33,3,34,2.90E-06
2011,3,6,6,59,7,9,7,7,7,8,2.90E-06
2012,11,15,7,56,8,6,8,2,8,2,2.90E-06
2014,12,19,17,22,17,29,17,25,17,26,2.90E-06
2014,4,24,10,3,10,36,10,16,10,16,2.90E-06
2012,7,16,21,35,21,45,21,39,21,38,2.90E-06
2011,12,20,20,4,20,57,20,36,20,36,2.90E-06
2015,3,9,5,43,6,27,6,2,6,2,2.90E-06
2015,3,9,4,41,6,29,6,2,6,2,2.90E-06
2014,4,16,4,57,5,14,5,8,5,8,2.90E-06
2013,11,12,21,37,21,43,21,40,21,40,2.90E-06
2012,3,6,11,10,11,22,11,17,11,18,2.90E-06
2015,5,6,19,59,20,18,20,16,20,16,2.89E-06
2013,4,29,3,10,3,21,3,17,3,16,2.89E-06
2013,1,11,21,3,21,14,21,8,21,8,2.89E-06
2011,11,3,3,18,3,36,3,25,3,24,2.89E-06
2011,9,21,15,21,15,30,15,26,15,26,2.89E-06
2010,7,28,20,33,20,49,20,42,20,42,2.89E-06
2013,5,29,22,30,22,40,22,36,22,36,2.89E-06
2012,9,1,18,23,18,34,18,28,18,28,2.89E-06
2011,12,13,23,53,0,0,23,57,23,56,2.89E-06
2012,11,17,18,2,18,14,18,10,18,10,2.89E-06
2013,11,18,3,24,4,44,4,15,4,16,2.89E-06
2011,5,30,5,46,5,51,5,49,5,48,2.88E-06
2014,6,15,4,53,5,28,5,13,5,12,2.88E-06
2012,1,26,20,38,20,51,20,44,20,44,2.88E-06
2011,9,12,12,15,12,40,12,29,12,28,2.88E-06
2015,9,28,17,8,17,14,17,11,17,12,2.88E-06
2014,4,24,20,59,22,18,22,3,22,2,2.87E-06
2015,6,18,5,47,6,10,5,51,5,52,2.87E-06
2014,6,16,7,30,7,51,7,42,7,42,2.87E-06
2014,4,14,12,17,12,32,12,29,12,28,2.87E-06
2015,4,10,9,33,10,0,9,52,9,52,2.87E-06
2014,4,16,2,8,2,14,2,11,2,12,2.87E-06
2013,8,15,22,8,22,22,22,16,22,16,2.87E-06
2012,6,29,8,19,8,24,8,22,8,22,2.87E-06
2014,5,14,0,49,0,56,0,53,0,54,2.87E-06
2013,12,21,17,1,17,13,17,6,17,6,2.87E-06
2012,5,6,17,41,17,52,17,47,17,46,2.87E-06
2014,12,6,1,46,2,8,1,56,1,56,2.86E-06
2014,1,16,15,14,16,14,15,41,15,42,2.86E-06
2012,9,8,6,36,8,11,7,30,7,30,2.86E-06
2015,2,10,3,11,3,51,3,31,3,30,2.86E-06
2014,11,27,5,47,6,2,5,53,5,54,2.86E-06
2012,2,8,21,48,22,28,22,17,22,16,2.86E-06
2017,6,1,21,31,23,22,22,59,22,58,2.85E-06
2015,12,28,22,43,22,52,22,49,22,50,2.85E-06
2014,10,9,7,35,7,51,7,43,7,44,2.85E-06
2013,11,23,5,41,5,52,5,45,5,46,2.85E-06
2013,8,13,11,35,11,52,11,46,11,46,2.85E-06
2012,7,31,17,10,17,32,17,27,17,26,2.85E-06
2014,11,11,6,32,6,44,6,37,6,36,2.85E-06
2013,10,26,13,19,13,24,13,21,13,22,2.85E-06
2012,8,30,19,49,20,11,19,58,19,58,2.85E-06
2012,5,26,16,4,16,13,16,10,16,10,2.85E-06
2016,2,13,10,4,10,13,10,9,10,10,2.85E-06
2015,6,9,19,55,20,20,20,6,20,6,2.85E-06
2015,3,26,0,6,0,38,0,21,0,20,2.85E-06
2014,4,16,1,52,2,7,1,59,1,58,2.85E-06
2016,1,28,6,52,7,12,7,2,7,2,2.84E-06
2015,4,22,3,0,3,12,3,5,3,6,2.84E-06
2014,3,4,10,19,10,29,10,25,10,24,2.84E-06
2012,8,3,5,51,6,8,6,0,6,0,2.84E-06
2012,10,23,7,40,8,56,8,21,8,20,2.84E-06
2015,10,31,23,54,0,5,23,59,0,0,2.84E-06
2013,1,12,21,57,22,0,21,58,21,58,2.84E-06
2011,11,4,19,25,19,47,19,33,19,32,2.84E-06
2014,11,26,15,39,15,58,15,46,15,46,2.84E-06
2013,3,16,4,52,6,25,5,39,5,40,2.84E-06
2014,2,4,5,45,5,54,5,49,5,48,2.84E-06
2015,12,27,18,59,19,27,19,10,19,10,2.83E-06
2013,9,4,4,13,4,31,4,28,4,28,2.83E-06
2011,12,26,9,38,9,56,9,48,9,48,2.83E-06
2011,7,8,11,41,12,0,11,51,11,52,2.83E-06
2011,5,30,2,47,2,55,2,52,2,52,2.83E-06
2013,7,29,16,11,17,6,16,51,16,50,2.83E-06
2013,7,6,6,23,7,22,7,13,7,12,2.83E-06
2012,10,9,22,14,22,29,22,19,22,18,2.83E-06
2015,10,30,3,47,4,6,3,55,3,56,2.83E-06
2015,5,14,13,58,14,24,14,8,14,8,2.83E-06
2012,7,1,18,7,18,15,18,12,18,12,2.83E-06
2011,10,19,18,45,18,51,18,49,18,48,2.83E-06
2012,1,14,18,35,18,43,18,40,18,40,2.83E-06
2011,11,16,3,26,3,51,3,43,3,42,2.83E-06
2011,5,30,10,48,11,22,11,1,11,0,2.83E-06
2012,8,13,12,33,12,49,12,40,12,40,2.82E-06
2011,12,29,16,14,16,34,16,21,16,22,2.82E-06
2015,8,25,23,40,0,4,23,53,23,54,2.82E-06
2015,4,18,18,9,18,38,18,25,18,24,2.82E-06
2013,4,23,15,15,15,20,15,18,15,18,2.82E-06
2015,10,3,11,32,11,45,11,39,11,40,2.81E-06
2014,11,5,18,30,18,37,18,33,18,34,2.81E-06
2016,8,8,8,36,9,1,8,44,8,44,2.81E-06
2016,4,9,12,15,14,44,13,42,13,42,2.81E-06
2015,10,21,5,31,5,43,5,37,5,38,2.81E-06
2015,2,1,3,24,5,14,4,36,4,36,2.81E-06
2014,3,9,23,47,23,55,23,51,23,52,2.81E-06
2012,9,30,22,1,22,9,22,6,22,6,2.81E-06
2012,5,6,17,5,17,12,17,9,17,8,2.81E-06
2012,3,3,5,34,6,37,6,9,6,8,2.81E-06
2010,2,13,19,58,20,8,20,4,20,4,2.81E-06
2014,11,15,23,33,0,0,23,46,23,46,2.80E-06
2014,3,9,0,35,0,51,0,46,0,46,2.80E-06
2013,5,9,17,36,18,11,17,42,17,42,2.80E-06
2012,6,13,18,47,18,57,18,52,18,52,2.80E-06
2017,1,28,20,56,21,21,21,9,21,8,2.80E-06
2015,5,7,16,49,17,3,16,54,16,54,2.80E-06
2013,1,10,15,59,16,18,16,5,16,4,2.80E-06
2012,11,23,19,27,19,32,19,30,19,30,2.80E-06
2012,8,10,17,32,17,46,17,40,17,40,2.80E-06
2012,2,11,20,38,20,50,20,44,20,44,2.80E-06
2011,7,28,7,28,8,6,7,57,7,58,2.80E-06
2014,11,23,19,7,19,34,19,21,19,22,2.80E-06
2011,9,21,0,55,1,14,1,7,1,8,2.80E-06
2014,4,20,13,32,13,44,13,38,13,38,2.79E-06
2013,11,1,10,4,10,11,10,8,10,8,2.79E-06
2013,9,4,5,35,5,49,5,40,5,40,2.79E-06
2015,2,3,9,42,9,56,9,47,9,48,2.79E-06
2014,2,19,1,56,2,4,2,1,2,0,2.79E-06
2013,5,19,9,8,9,24,9,15,9,14,2.79E-06
2015,7,7,3,58,4,27,4,9,4,10,2.79E-06
2013,10,21,23,2,23,15,23,11,23,12,2.79E-06
2013,7,9,2,38,2,53,2,44,2,44,2.79E-06
2015,9,21,0,10,0,29,0,21,0,20,2.79E-06
2014,8,24,7,26,7,57,7,40,7,40,2.79E-06
2012,9,3,13,6,13,31,13,18,13,18,2.79E-06
2012,6,30,10,48,11,2,10,57,10,58,2.79E-06
2015,1,14,8,39,8,52,8,45,8,46,2.78E-06
2014,3,21,9,51,11,6,10,38,10,38,2.78E-06
2013,10,18,0,56,1,4,1,1,1,2,2.78E-06
2012,8,9,0,8,0,25,0,14,0,14,2.78E-06
2014,3,20,13,48,13,54,13,52,13,52,2.78E-06
2013,12,20,21,8,21,23,21,16,21,16,2.78E-06
2014,3,10,13,43,13,56,13,50,13,50,2.78E-06
2014,2,13,5,33,5,40,5,36,5,36,2.78E-06
2014,1,19,6,49,7,13,6,58,6,58,2.78E-06
2013,5,1,4,9,4,22,4,15,4,16,2.78E-06
2015,11,22,22,39,22,49,22,46,22,46,2.78E-06
2015,2,10,8,29,8,53,8,44,8,44,2.78E-06
2012,6,13,9,13,9,24,9,19,9,20,2.77E-06
2011,6,2,9,44,9,50,9,47,9,48,2.77E-06
2014,10,20,13,58,14,11,14,8,14,8,2.77E-06
2014,12,13,3,13,3,25,3,18,3,18,2.77E-06
2014,7,9,3,4,3,16,3,11,3,10,2.77E-06
2011,3,9,21,35,21,45,21,42,21,42,2.77E-06
2015,3,4,10,12,10,50,10,39,10,38,2.76E-06
2014,8,2,13,12,13,38,13,28,13,28,2.76E-06
2012,10,20,20,2,20,22,20,10,20,10,2.76E-06
2011,11,18,17,7,17,56,17,23,17,24,2.76E-06
2014,11,24,17,42,18,43,18,9,18,8,2.76E-06
2011,4,12,5,46,6,11,6,7,6,6,2.76E-06
2010,2,8,9,54,10,3,9,58,9,58,2.76E-06
2015,11,10,16,45,17,5,16,54,16,54,2.76E-06
2016,2,7,11,54,12,12,12,2,12,2,2.75E-06
2015,11,7,0,15,0,29,0,21,0,20,2.75E-06
2015,3,29,13,18,13,31,13,23,13,24,2.75E-06
2014,4,11,0,12,0,21,0,16,0,16,2.75E-06
2012,6,23,7,2,8,44,7,50,7,50,2.75E-06
2014,10,20,11,19,11,30,11,27,11,26,2.75E-06
2015,10,31,20,36,21,2,20,44,20,44,2.75E-06
2014,7,9,5,29,6,12,5,46,5,46,2.75E-06
2013,1,12,3,23,3,46,3,35,3,34,2.75E-06
2015,6,19,0,44,1,39,1,19,1,18,2.74E-06
2014,3,4,8,27,8,35,8,32,8,32,2.74E-06
2016,7,8,0,48,1,5,0,56,0,56,2.74E-06
2015,4,23,17,42,17,48,17,46,17,46,2.74E-06
2012,3,6,5,19,5,31,5,28,5,28,2.74E-06
2011,2,15,0,31,0,48,0,38,0,38,2.74E-06
2013,11,16,13,41,13,57,13,49,13,50,2.74E-06
2012,10,10,1,38,1,48,1,44,1,44,2.74E-06
2011,11,16,13,28,13,44,13,37,13,36,2.74E-06
2011,2,14,23,40,23,57,23,46,23,46,2.74E-06
2014,12,2,21,13,21,53,21,30,21,30,2.74E-06
2014,4,1,19,30,19,48,19,38,19,38,2.74E-06
2013,10,24,3,37,3,50,3,43,3,42,2.74E-06
2015,6,14,7,51,9,42,8,49,8,48,2.73E-06
2014,10,29,23,0,23,8,23,3,23,4,2.73E-06
2014,10,18,13,1,13,19,13,15,13,16,2.73E-06
2013,8,14,16,50,17,11,16,55,16,54,2.73E-06
2012,8,18,8,30,8,40,8,37,8,38,2.73E-06
2011,3,3,20,27,21,2,20,50,20,50,2.73E-06
2014,12,16,17,0,17,16,17,7,17,6,2.73E-06
2014,6,12,16,21,16,28,16,25,16,24,2.73E-06
2013,7,5,2,46,2,53,2,50,2,50,2.73E-06
2013,5,20,14,21,14,32,14,28,14,28,2.73E-06
2012,6,7,14,19,14,37,14,28,14,28,2.73E-06
2015,6,16,3,58,4,12,4,6,4,6,2.73E-06
2015,3,16,13,49,13,59,13,54,13,54,2.73E-06
2015,3,6,16,0,16,22,16,6,16,6,2.73E-06
2014,12,7,1,30,1,46,1,38,1,38,2.73E-06
2011,11,1,19,55,20,19,20,8,20,8,2.73E-06
2011,9,29,12,7,13,17,12,47,12,48,2.73E-06
2013,12,11,22,49,23,17,23,6,23,6,2.73E-06
2014,12,3,13,5,13,15,13,10,13,10,2.72E-06
2012,3,6,5,48,5,58,5,52,5,52,2.72E-06
2011,9,24,11,25,11,37,11,31,11,32,2.72E-06
2011,3,15,17,28,17,39,17,35,17,34,2.72E-06
2017,6,5,5,14,5,41,5,31,5,32,2.72E-06
2014,2,1,22,54,23,3,22,58,22,58,2.72E-06
2013,12,9,16,51,17,2,16,56,16,56,2.72E-06
2012,8,18,11,49,11,55,11,53,11,54,2.72E-06
2011,11,1,0,22,0,33,0,28,0,28,2.72E-06
2011,2,24,19,34,19,43,19,38,19,38,2.72E-06
2015,8,28,12,44,13,0,12,55,12,56,2.72E-06
2014,9,27,19,19,20,1,19,51,19,50,2.72E-06
2011,9,21,14,21,14,26,14,23,14,24,2.72E-06
2013,12,31,19,49,19,56,19,53,19,52,2.71E-06
2011,3,9,16,42,16,53,16,48,16,48,2.71E-06
2011,11,16,18,49,19,0,18,54,18,54,2.71E-06
2016,11,29,12,5,12,34,12,13,12,14,2.71E-06
2014,3,5,1,52,2,1,1,58,1,58,2.71E-06
2012,11,29,18,59,19,9,19,6,19,6,2.71E-06
2014,6,14,3,45,3,50,3,48,3,48,2.71E-06
2014,2,12,22,18,22,25,22,22,22,22,2.71E-06
2013,10,24,5,22,5,32,5,27,5,26,2.71E-06
2013,7,5,11,20,11,32,11,26,11,26,2.71E-06
2012,6,28,2,10,2,16,2,14,2,14,2.71E-06
2011,9,20,19,23,20,14,20,0,20,0,2.71E-06
2014,6,7,6,16,6,32,6,25,6,24,2.70E-06
2014,1,7,2,29,2,39,2,34,2,34,2.70E-06
2012,6,16,0,43,0,50,0,48,0,48,2.70E-06
2011,12,7,20,7,20,18,20,13,20,12,2.70E-06
2013,3,12,22,42,22,49,22,46,22,46,2.70E-06
2012,4,15,0,57,2,5,1,40,1,40,2.70E-06
2011,12,14,3,1,3,31,3,15,3,14,2.70E-06
2011,6,15,11,41,12,12,11,50,11,50,2.70E-06
2014,9,17,3,29,3,44,3,34,3,34,2.70E-06
2012,5,5,13,12,13,18,13,16,13,16,2.70E-06
2014,11,13,18,45,18,50,18,48,18,48,2.70E-06
2014,2,13,21,32,21,43,21,38,21,38,2.70E-06
2014,2,23,12,37,12,53,12,47,12,48,2.69E-06
2012,8,6,16,51,17,1,16,56,16,56,2.69E-06
2014,4,15,9,53,10,10,9,57,9,56,2.69E-06
2011,10,12,16,37,16,51,16,44,16,44,2.69E-06
2013,11,4,10,58,11,35,11,14,11,14,2.69E-06
2012,5,11,8,29,8,51,8,35,8,34,2.69E-06
2011,4,22,21,47,22,9,21,59,21,58,2.69E-06
2010,9,6,14,54,15,1,14,59,15,0,2.69E-06
2016,7,9,15,49,16,11,16,7,16,8,2.69E-06
2015,2,8,5,41,6,33,5,58,5,58,2.69E-06
2014,12,30,6,10,7,0,6,46,6,46,2.69E-06
2014,9,8,16,26,16,40,16,33,16,32,2.69E-06
2013,11,14,2,14,2,20,2,17,2,18,2.69E-06
2011,9,21,14,37,14,41,14,38,14,38,2.69E-06
2015,3,18,8,32,10,0,9,51,9,50,2.68E-06
2014,11,22,17,8,17,19,17,13,17,12,2.68E-06
2014,3,11,6,2,6,8,6,5,6,6,2.68E-06
2016,2,19,22,49,23,18,23,10,23,10,2.68E-06
2015,1,29,3,48,3,55,3,52,3,52,2.68E-06
2013,11,13,4,33,4,45,4,42,4,42,2.68E-06
2014,12,13,10,49,10,56,10,53,10,52,2.68E-06
2014,10,20,0,49,0,56,0,53,0,54,2.68E-06
2014,8,2,0,0,0,9,0,5,0,6,2.68E-06
2013,12,29,5,9,5,16,5,12,5,12,2.68E-06
2013,12,23,8,41,8,47,8,44,8,44,2.68E-06
2011,11,2,15,53,16,0,15,56,15,56,2.68E-06
2015,4,10,19,19,19,36,19,27,19,26,2.68E-06
2014,4,2,6,21,6,29,6,25,6,24,2.67E-06
2014,2,28,2,26,2,33,2,30,2,30,2.67E-06
2015,1,15,16,39,17,5,16,49,16,50,2.67E-06
2014,8,22,0,48,1,1,0,54,0,54,2.67E-06
2013,11,9,6,22,6,47,6,38,6,38,2.67E-06
2013,6,21,9,25,9,35,9,31,9,30,2.67E-06
2012,9,4,4,57,5,14,5,7,5,6,2.67E-06
2014,11,1,13,42,13,57,13,50,13,50,2.67E-06
2013,5,23,15,25,15,49,15,33,15,34,2.67E-06
2011,12,29,3,58,4,11,4,5,4,4,2.67E-06
2014,3,9,22,4,22,27,22,10,22,10,2.67E-06
2014,2,7,8,34,8,42,8,38,8,38,2.67E-06
2012,3,5,22,53,22,59,22,56,22,56,2.67E-06
2015,2,2,23,2,23,24,23,12,23,12,2.66E-06
2014,8,20,17,43,18,8,17,56,17,56,2.66E-06
2014,6,11,16,23,16,31,16,28,16,28,2.66E-06
2013,12,6,6,43,6,52,6,48,6,48,2.66E-06
2016,2,15,17,14,17,27,17,23,17,24,2.66E-06
2014,5,4,8,57,9,14,9,5,9,6,2.66E-06
2012,9,19,15,4,15,21,15,12,15,12,2.66E-06
2011,3,9,15,42,15,53,15,48,15,48,2.66E-06
2011,3,6,8,49,9,7,9,4,9,4,2.66E-06
2015,10,21,11,51,12,7,12,0,12,0,2.65E-06
2014,1,6,9,28,9,42,9,34,9,34,2.65E-06
2011,6,1,2,37,3,6,2,53,2,54,2.65E-06
2014,7,27,5,46,5,54,5,51,5,52,2.65E-06
2011,10,21,17,0,17,10,17,4,17,4,2.65E-06
2013,12,12,16,36,16,48,16,43,16,44,2.65E-06
2013,3,16,4,20,4,32,4,28,4,28,2.65E-06
2012,9,3,10,29,10,59,10,46,10,46,2.65E-06
2014,9,28,10,55,11,2,10,59,10,58,2.65E-06
2016,2,11,16,22,17,4,16,49,16,50,2.64E-06
2014,7,7,7,13,7,47,7,34,7,34,2.64E-06
2014,5,5,21,10,21,26,21,17,21,16,2.64E-06
2012,9,30,20,4,20,10,20,8,20,8,2.64E-06
2012,9,6,7,40,8,0,7,51,7,50,2.64E-06
2015,8,24,8,5,8,11,8,8,8,8,2.64E-06
