Year,Month,Day,Hour Start,Minute Start,Hour End,Minute End,Hour Peak,Minute Peak,Hour Peak,Minute Peak,Peak Flux
2011,12,1,20,27,20,37,20,32,20,32,1.16E-06
2011,9,13,4,12,4,32,4,19,4,18,1.16E-06
2015,12,7,3,49,4,47,4,19,4,18,1.15E-06
2015,6,10,6,26,7,19,6,49,6,48,1.15E-06
2014,10,7,23,29,23,40,23,34,23,34,1.15E-06
2014,5,4,22,52,22,59,22,56,22,56,1.15E-06
2013,11,12,15,30,15,37,15,34,15,34,1.15E-06
2013,10,6,13,37,14,56,14,24,14,24,1.15E-06
2013,5,5,20,54,21,1,20,59,21,0,1.15E-06
2012,9,29,13,23,13,49,13,39,13,38,1.15E-06
2012,8,29,23,40,23,47,23,44,23,44,1.15E-06
2012,5,7,12,37,12,45,12,41,12,42,1.15E-06
2012,3,9,18,0,18,5,18,3,18,2,1.15E-06
2012,2,9,9,20,9,50,9,33,9,34,1.15E-06
2011,11,25,17,14,17,25,17,20,17,20,1.15E-06
2011,2,19,12,20,12,34,12,24,12,24,1.15E-06
2010,6,13,7,31,7,38,7,34,7,34,1.15E-06
2015,3,28,11,27,11,44,11,34,11,34,1.15E-06
2014,3,27,0,27,0,41,0,37,0,36,1.15E-06
2014,3,23,13,3,13,23,13,11,13,10,1.15E-06
2013,10,10,7,1,7,11,7,8,7,8,1.15E-06
2013,5,6,1,3,1,9,1,7,1,8,1.15E-06
2013,4,19,14,37,14,53,14,44,14,44,1.15E-06
2013,3,18,11,27,11,40,11,35,11,34,1.15E-06
2012,8,7,7,1,7,10,7,6,7,6,1.15E-06
2012,1,7,2,20,2,38,2,30,2,30,1.15E-06
2011,2,25,17,18,17,37,17,29,17,28,1.15E-06
2016,7,16,5,57,6,3,6,0,6,0,1.15E-06
2015,11,21,22,15,22,29,22,21,22,22,1.15E-06
2015,11,1,12,3,12,10,12,6,12,6,1.15E-06
2015,9,16,8,21,10,15,9,59,9,58,1.15E-06
2014,4,15,5,49,6,0,5,56,5,56,1.15E-06
2014,1,16,5,45,6,22,5,53,5,54,1.15E-06
2012,9,3,20,22,20,30,20,27,20,26,1.15E-06
2012,8,11,1,13,1,30,1,19,1,18,1.15E-06
2012,3,16,12,34,12,45,12,40,12,40,1.15E-06
2011,8,30,5,10,5,20,5,14,5,14,1.15E-06
2010,11,11,19,23,19,35,19,30,19,30,1.15E-06
2016,2,6,2,40,3,30,3,11,3,10,1.15E-06
2015,4,17,9,27,9,39,9,32,9,32,1.15E-06
2015,3,9,22,5,22,15,22,11,22,10,1.15E-06
2015,1,22,4,0,4,16,4,5,4,4,1.15E-06
2014,6,29,10,25,10,41,10,31,10,30,1.15E-06
2014,2,16,5,4,5,16,5,7,5,6,1.15E-06
2013,11,3,1,28,1,33,1,31,1,30,1.15E-06
2013,10,16,17,39,17,46,17,43,17,42,1.15E-06
2012,7,15,14,32,14,40,14,36,14,36,1.15E-06
2012,1,15,23,56,0,5,23,59,0,0,1.15E-06
2011,11,13,20,12,20,24,20,16,20,16,1.15E-06
2011,10,11,23,19,23,25,23,23,23,24,1.15E-06
2016,8,14,19,29,19,39,19,36,19,36,1.14E-06
2015,7,10,16,7,16,19,16,13,16,12,1.14E-06
2015,6,26,6,38,6,45,6,42,6,42,1.14E-06
2015,5,8,4,33,4,48,4,45,4,44,1.14E-06
2015,4,21,5,36,5,52,5,42,5,42,1.14E-06
2014,5,12,17,56,18,11,18,5,18,6,1.14E-06
2013,5,21,7,27,7,54,7,48,7,48,1.14E-06
2012,7,28,13,10,13,26,13,19,13,18,1.14E-06
2012,6,4,9,31,9,38,9,36,9,36,1.14E-06
2011,12,29,5,16,5,32,5,21,5,20,1.14E-06
2011,11,26,16,14,16,17,16,15,16,16,1.14E-06
2011,8,29,15,55,16,5,16,0,16,0,1.14E-06
2011,5,28,15,20,15,29,15,25,15,24,1.14E-06
2011,2,9,0,8,0,19,0,13,0,14,1.14E-06
2015,3,2,1,40,1,57,1,47,1,46,1.14E-06
2014,11,8,6,36,6,53,6,50,6,50,1.14E-06
2014,8,20,23,22,23,38,23,31,23,32,1.14E-06
2014,5,31,6,57,7,16,7,5,7,4,1.14E-06
2013,7,17,1,49,2,54,2,21,2,20,1.14E-06
2013,5,8,18,57,19,11,19,5,19,4,1.14E-06
2012,12,26,20,42,20,53,20,48,20,48,1.14E-06
2012,5,19,1,15,1,31,1,23,1,24,1.14E-06
2012,5,7,3,49,3,54,3,52,3,52,1.14E-06
2011,9,8,22,52,23,21,22,58,22,58,1.14E-06
2011,4,28,12,39,12,51,12,47,12,48,1.14E-06
2011,2,13,21,17,21,22,21,20,21,20,1.14E-06
2010,11,11,5,10,5,39,5,24,5,24,1.14E-06
2010,2,8,16,33,17,12,17,7,17,6,1.14E-06
2010,9,20,20,59,21,5,21,3,21,2,1.14E-06
2016,4,30,10,40,10,52,10,47,10,46,1.14E-06
2016,4,28,3,36,3,46,3,42,3,42,1.14E-06
2016,3,23,2,59,4,45,3,54,3,54,1.14E-06
2015,7,7,3,46,3,58,3,53,3,54,1.14E-06
2015,4,30,19,56,21,40,21,8,21,8,1.14E-06
2014,9,4,14,45,14,53,14,49,14,48,1.14E-06
2013,12,3,14,30,15,59,14,55,14,54,1.14E-06
2013,7,4,2,50,2,55,2,53,2,54,1.14E-06
2013,5,12,3,21,3,31,3,27,3,28,1.14E-06
2012,5,9,8,37,8,43,8,41,8,40,1.14E-06
2011,4,13,16,2,16,11,16,7,16,8,1.14E-06
2010,10,27,16,59,17,8,17,4,17,4,1.14E-06
2015,10,3,16,23,16,52,16,44,16,44,1.14E-06
2014,6,29,21,48,21,59,21,52,21,52,1.14E-06
2013,10,31,23,1,23,18,23,15,23,14,1.14E-06
2013,9,24,22,50,23,3,22,56,22,56,1.14E-06
2013,1,12,19,49,19,55,19,52,19,52,1.14E-06
2013,1,7,18,14,18,24,18,21,18,20,1.14E-06
2013,1,7,9,47,10,0,9,54,9,54,1.14E-06
2012,11,29,20,35,20,48,20,41,20,40,1.14E-06
2011,10,14,19,30,19,54,19,43,19,44,1.14E-06
2011,8,3,10,1,10,6,10,4,10,4,1.14E-06
2016,2,17,11,30,11,37,11,34,11,34,1.13E-06
2016,2,17,8,39,8,46,8,43,8,42,1.13E-06
2015,5,14,18,59,19,15,19,6,19,6,1.13E-06
2014,11,8,5,2,5,10,5,6,5,6,1.13E-06
2014,9,23,15,28,15,39,15,36,15,36,1.13E-06
2014,8,5,15,38,15,51,15,43,15,42,1.13E-06
2014,6,7,10,16,10,25,10,20,10,20,1.13E-06
2014,4,19,0,19,0,31,0,24,0,24,1.13E-06
2013,12,25,17,29,17,36,17,34,17,34,1.13E-06
2013,8,23,6,42,6,50,6,46,6,46,1.13E-06
2013,5,8,6,28,6,56,6,39,6,38,1.13E-06
2012,12,16,20,28,21,32,21,3,21,2,1.13E-06
2012,6,17,23,37,23,45,23,42,23,42,1.13E-06
2012,4,19,5,1,5,16,5,6,5,6,1.13E-06
2017,2,9,6,55,7,4,7,2,7,2,1.13E-06
2015,10,16,21,53,22,15,21,58,21,58,1.13E-06
2015,5,15,1,58,2,4,2,2,2,2,1.13E-06
2015,2,19,17,42,18,25,18,6,18,6,1.13E-06
2014,11,10,1,43,1,48,1,46,1,46,1.13E-06
2014,8,8,16,57,17,3,17,1,17,0,1.13E-06
2014,4,30,1,20,1,32,1,26,1,26,1.13E-06
2013,11,30,21,54,22,0,21,58,21,58,1.13E-06
2013,3,22,18,33,18,53,18,49,18,48,1.13E-06
2013,3,17,12,50,12,56,12,53,12,54,1.13E-06
2012,6,15,15,39,15,54,15,50,15,50,1.13E-06
2012,4,22,7,5,7,10,7,8,7,8,1.13E-06
2011,12,2,10,6,10,20,10,16,10,16,1.13E-06
2011,8,22,15,15,16,38,16,4,16,4,1.13E-06
2011,8,18,6,40,6,51,6,44,6,44,1.13E-06
2015,5,21,6,57,7,17,7,6,7,6,1.13E-06
2017,4,4,16,55,17,3,17,1,17,0,1.13E-06
2015,10,15,19,27,19,36,19,32,19,32,1.13E-06
2015,8,25,14,48,14,58,14,53,14,54,1.13E-06
2015,6,18,9,41,9,47,9,44,9,44,1.13E-06
2015,1,23,17,43,17,48,17,46,17,46,1.13E-06
2014,4,14,10,45,11,7,10,57,10,58,1.13E-06
2013,11,1,18,37,18,43,18,40,18,40,1.13E-06
2013,7,6,17,31,17,50,17,38,17,38,1.13E-06
2013,4,20,3,27,4,2,3,48,3,48,1.13E-06
2013,1,7,0,45,1,10,1,2,1,2,1.13E-06
2012,12,25,4,59,5,8,5,4,5,4,1.13E-06
2012,8,1,14,1,14,9,14,4,14,4,1.13E-06
2012,3,19,13,41,14,13,13,51,13,50,1.13E-06
2011,7,8,13,19,13,34,13,31,13,30,1.13E-06
2016,2,24,12,23,12,32,12,29,12,28,1.13E-06
2015,9,11,21,30,21,43,21,37,21,36,1.13E-06
2015,7,7,19,20,19,33,19,28,19,28,1.13E-06
2015,6,24,1,9,1,21,1,14,1,14,1.13E-06
2015,1,10,4,58,5,14,5,8,5,8,1.13E-06
2014,10,7,7,20,7,32,7,26,7,26,1.13E-06
2014,3,26,22,3,22,12,22,6,22,6,1.13E-06
2013,12,18,4,37,4,45,4,41,4,40,1.13E-06
2012,5,31,6,35,6,47,6,43,6,42,1.13E-06
2012,4,24,11,39,12,2,11,51,11,52,1.13E-06
2011,11,29,1,11,1,25,1,15,1,16,1.13E-06
2016,2,13,21,29,21,40,21,34,21,34,1.12E-06
2016,1,27,13,26,13,34,13,30,13,30,1.12E-06
2015,12,19,16,58,17,24,17,10,17,10,1.12E-06
2014,4,7,2,47,3,0,2,53,2,54,1.12E-06
2013,12,27,7,28,7,43,7,34,7,34,1.12E-06
2013,11,8,18,16,18,27,18,21,18,20,1.12E-06
2013,7,6,8,7,8,13,8,10,8,10,1.12E-06
2013,7,4,23,17,23,26,23,22,23,22,1.12E-06
2013,6,18,15,33,16,33,15,57,15,56,1.12E-06
2012,10,31,4,59,5,13,5,7,5,6,1.12E-06
2012,6,29,18,35,18,50,18,44,18,44,1.12E-06
2012,6,13,1,38,1,56,1,49,1,50,1.12E-06
2012,5,24,11,33,11,43,11,37,11,38,1.12E-06
2011,3,11,16,4,16,10,16,7,16,8,1.12E-06
2016,2,15,19,31,19,41,19,37,19,36,1.12E-06
2014,12,28,22,48,23,4,22,58,22,58,1.12E-06
2014,4,4,1,8,1,21,1,13,1,12,1.12E-06
2013,11,28,16,57,17,12,17,7,17,6,1.12E-06
2013,5,6,14,59,15,11,15,4,15,4,1.12E-06
2012,10,27,3,43,4,43,4,11,4,10,1.12E-06
2012,8,14,11,28,11,43,11,37,11,38,1.12E-06
2011,12,24,11,4,11,22,11,16,11,16,1.12E-06
2011,10,8,4,13,4,46,4,20,4,20,1.12E-06
2011,7,29,6,17,6,24,6,20,6,20,1.12E-06
2011,5,27,17,53,18,10,18,4,18,4,1.12E-06
2015,12,21,15,39,16,41,16,37,16,36,1.12E-06
2015,10,16,17,54,18,2,17,59,18,0,1.12E-06
2015,5,7,3,22,3,32,3,26,3,26,1.12E-06
2015,1,26,5,7,5,54,5,35,5,34,1.12E-06
2013,11,4,13,17,13,30,13,23,13,24,1.12E-06
2013,6,30,16,44,16,50,16,47,16,46,1.12E-06
2013,5,31,11,11,11,44,11,24,11,24,1.12E-06
2012,8,9,7,0,7,20,7,10,7,10,1.12E-06
2012,7,19,21,44,21,51,21,48,21,48,1.12E-06
2012,6,5,7,46,8,8,7,55,7,54,1.12E-06
2012,2,10,15,20,16,0,15,36,15,36,1.12E-06
2011,12,28,11,49,11,57,11,53,11,54,1.12E-06
2015,11,2,6,3,6,15,6,7,6,6,1.11E-06
2015,7,2,13,52,14,1,13,58,13,58,1.11E-06
2015,3,10,14,57,15,5,15,1,15,0,1.11E-06
2014,11,13,5,16,5,29,5,25,5,26,1.11E-06
2014,9,8,23,12,1,31,0,29,0,28,1.11E-06
2014,8,15,11,54,12,8,12,0,12,0,1.11E-06
2013,9,4,2,44,2,59,2,51,2,52,1.11E-06
2013,1,14,4,50,4,56,4,54,4,54,1.11E-06
2012,11,27,14,32,14,49,14,39,14,40,1.11E-06
2012,9,11,8,25,9,41,9,32,9,32,1.11E-06
2011,6,17,21,58,22,21,22,10,22,10,1.11E-06
2011,5,28,12,42,12,48,12,45,12,44,1.11E-06
2016,8,15,0,17,0,29,0,23,0,22,1.11E-06
2015,8,7,20,39,20,48,20,44,20,44,1.11E-06
2015,7,6,23,6,23,14,23,9,23,8,1.11E-06
2015,6,21,13,28,13,36,13,33,13,32,1.11E-06
2014,12,30,23,15,23,24,23,19,23,18,1.11E-06
2014,11,21,4,41,4,48,4,45,4,44,1.11E-06
2014,11,15,6,11,6,18,6,14,6,14,1.11E-06
2013,5,21,17,32,17,40,17,37,17,38,1.11E-06
2013,5,4,23,25,23,30,23,28,23,28,1.11E-06
2013,3,21,21,17,21,24,21,21,21,20,1.11E-06
2013,3,20,6,9,6,20,6,15,6,14,1.11E-06
2012,6,6,22,29,22,41,22,36,22,36,1.11E-06
2012,5,13,1,55,2,9,2,2,2,2,1.11E-06
2012,3,21,15,42,15,56,15,50,15,50,1.11E-06
2011,3,5,12,46,12,53,12,48,12,48,1.11E-06
2011,2,21,3,10,3,18,3,15,3,14,1.11E-06
2010,1,19,10,25,10,36,10,29,10,30,1.11E-06
2016,2,17,4,20,4,27,4,23,4,24,1.11E-06
2016,2,7,10,29,10,41,10,35,10,36,1.11E-06
2015,8,27,1,36,1,45,1,38,1,38,1.11E-06
2015,8,25,4,14,4,24,4,20,4,20,1.11E-06
2014,4,15,6,31,6,42,6,36,6,36,1.11E-06
2014,3,28,16,3,16,13,16,10,16,10,1.11E-06
2014,2,19,0,31,0,38,0,35,0,34,1.11E-06
2013,8,13,5,4,5,21,5,17,5,18,1.11E-06
2013,5,16,18,30,18,40,18,35,18,34,1.11E-06
2013,3,22,3,51,3,58,3,56,3,56,1.11E-06
2012,4,28,21,48,22,24,22,14,22,14,1.11E-06
2012,4,28,13,45,14,34,14,14,14,14,1.11E-06
2012,1,9,10,31,10,47,10,42,10,42,1.11E-06
2011,10,2,16,50,17,0,16,55,16,54,1.11E-06
2011,8,4,14,9,14,26,14,17,14,18,1.11E-06
2011,3,24,18,51,19,14,18,57,18,56,1.11E-06
2015,6,7,11,45,11,53,11,49,11,48,1.11E-06
2015,8,14,0,51,1,10,1,4,1,4,1.11E-06
2015,1,27,5,43,5,49,5,47,5,46,1.11E-06
2014,11,4,17,34,17,46,17,40,17,40,1.11E-06
2014,3,29,19,39,19,47,19,42,19,42,1.11E-06
2014,3,8,4,35,4,56,4,43,4,44,1.11E-06
2014,1,17,8,0,8,6,8,3,8,4,1.11E-06
2013,7,4,15,50,15,59,15,53,15,54,1.11E-06
2013,1,28,18,20,19,6,18,34,18,34,1.11E-06
2013,1,19,3,44,3,57,3,51,3,50,1.11E-06
2013,1,18,4,40,4,48,4,45,4,44,1.11E-06
2012,12,1,21,27,21,49,21,42,21,42,1.11E-06
2011,12,30,3,50,4,2,3,57,3,56,1.11E-06
2011,4,15,4,37,4,44,4,41,4,40,1.11E-06
2011,4,14,21,11,21,27,21,18,21,18,1.11E-06
2017,3,28,9,55,10,4,10,1,10,2,1.10E-06
2015,3,18,11,15,11,25,11,20,11,20,1.10E-06
2015,2,23,0,10,0,42,0,26,0,26,1.10E-06
2014,9,19,0,2,0,13,0,7,0,6,1.10E-06
2013,6,22,9,2,9,17,9,10,9,10,1.10E-06
2013,3,19,20,45,20,55,20,51,20,52,1.10E-06
2013,3,16,8,30,8,39,8,36,8,36,1.10E-06
2012,9,5,23,50,0,4,23,56,23,56,1.10E-06
2011,11,29,22,22,22,29,22,26,22,26,1.10E-06
2011,11,27,11,59,12,6,12,3,12,2,1.10E-06
2011,1,21,18,57,19,30,19,10,19,10,1.10E-06
2011,1,3,23,26,23,46,23,35,23,34,1.10E-06
2016,5,24,10,16,10,23,10,20,10,20,1.10E-06
2016,4,11,1,34,3,7,2,2,2,2,1.10E-06
2015,5,10,3,21,3,32,3,29,3,28,1.10E-06
2015,3,9,0,12,0,17,0,15,0,14,1.10E-06
2014,11,5,5,12,5,20,5,16,5,16,1.10E-06
2014,1,13,9,9,9,27,9,20,9,20,1.10E-06
2013,12,29,17,52,18,4,17,59,18,0,1.10E-06
2013,11,13,19,35,19,44,19,40,19,40,1.10E-06
2013,8,11,5,26,5,32,5,30,5,30,1.10E-06
2013,3,12,14,10,14,24,14,16,14,16,1.10E-06
2012,3,3,17,56,18,5,18,3,18,2,1.10E-06
2011,4,23,14,9,14,32,14,22,14,22,1.10E-06
2010,11,12,3,44,4,8,3,53,3,54,1.10E-06
2017,4,6,10,15,10,29,10,26,10,26,1.10E-06
2015,8,26,2,56,3,4,3,1,3,0,1.10E-06
2015,3,25,18,13,18,20,18,18,18,18,1.10E-06
2015,2,6,3,5,3,24,3,15,3,14,1.10E-06
2014,9,20,12,43,13,6,12,54,12,54,1.10E-06
2014,9,18,21,11,21,30,21,19,21,20,1.10E-06
2014,5,26,21,3,21,16,21,8,21,8,1.10E-06
2014,5,23,10,34,12,28,11,49,11,48,1.10E-06
2013,12,13,22,55,23,2,22,58,22,58,1.10E-06
2013,1,15,6,26,7,10,6,59,6,58,1.10E-06
2012,10,12,2,52,3,16,3,3,3,2,1.10E-06
2012,10,11,4,23,4,31,4,28,4,28,1.10E-06
2012,5,6,23,11,23,21,23,14,23,14,1.10E-06
2011,2,15,10,2,10,16,10,7,10,8,1.10E-06
2017,6,1,20,22,20,32,20,28,20,28,1.10E-06
2016,1,21,8,1,8,27,8,13,8,12,1.10E-06
2015,10,29,1,3,1,40,1,25,1,24,1.10E-06
2015,5,18,8,16,8,23,8,21,8,20,1.10E-06
2015,5,8,4,51,5,3,5,1,5,0,1.10E-06
2015,3,10,4,8,4,19,4,13,4,12,1.10E-06
2014,3,26,21,20,21,25,21,23,21,22,1.10E-06
2014,1,11,18,29,18,42,18,38,18,38,1.10E-06
2012,10,12,19,45,19,52,19,49,19,50,1.10E-06
2011,10,13,9,37,9,58,9,46,9,46,1.10E-06
2011,5,28,13,37,13,43,13,40,13,40,1.10E-06
2010,1,12,12,33,13,34,13,20,13,20,1.09E-06
2016,7,24,10,28,10,35,10,32,10,32,1.09E-06
2015,11,9,16,30,16,35,16,33,16,32,1.09E-06
2015,8,27,3,38,3,44,3,41,3,42,1.09E-06
2014,9,16,15,38,15,47,15,45,15,44,1.09E-06
2014,3,26,0,35,1,3,0,54,0,54,1.09E-06
2014,1,12,21,51,22,30,22,8,22,8,1.09E-06
2013,12,25,8,7,8,18,8,11,8,12,1.09E-06
2012,6,10,1,27,2,20,2,8,2,8,1.09E-06
2012,4,23,12,9,12,15,12,13,12,14,1.09E-06
2011,9,30,2,46,2,58,2,52,2,52,1.09E-06
2011,4,18,19,17,19,31,19,24,19,24,1.09E-06
2011,3,11,22,38,22,50,22,43,22,44,1.09E-06
2017,3,31,22,54,23,10,23,1,23,0,1.09E-06
2015,12,7,22,39,23,13,22,50,22,50,1.09E-06
2015,12,4,5,26,5,45,5,34,5,34,1.09E-06
2015,8,28,18,36,18,55,18,44,18,44,1.09E-06
2013,11,4,21,35,21,41,21,38,21,38,1.09E-06
2012,8,13,4,5,4,27,4,13,4,12,1.09E-06
2012,2,10,12,5,12,19,12,12,12,12,1.09E-06
2011,5,29,5,26,5,35,5,31,5,32,1.09E-06
2011,4,28,2,32,2,46,2,40,2,40,1.09E-06
2010,12,1,6,15,6,35,6,22,6,22,1.09E-06
2015,7,4,0,1,0,17,0,8,0,8,1.09E-06
2015,2,28,8,4,8,11,8,8,8,8,1.09E-06
2015,1,18,5,41,6,1,5,52,5,52,1.09E-06
2014,10,7,19,48,20,7,19,57,19,58,1.09E-06
2014,9,19,17,1,17,9,17,6,17,6,1.09E-06
2014,6,28,15,27,15,46,15,36,15,36,1.09E-06
2014,5,24,9,1,9,22,9,14,9,14,1.09E-06
2014,5,20,21,1,22,1,21,35,21,34,1.09E-06
2013,7,1,12,33,12,43,12,39,12,38,1.09E-06
2013,4,10,16,47,16,54,16,51,16,50,1.09E-06
2012,8,1,6,18,6,27,6,22,6,22,1.09E-06
2012,6,18,6,41,8,1,7,14,7,14,1.09E-06
2011,10,19,1,33,1,40,1,36,1,36,1.09E-06
2011,8,6,19,22,19,32,19,27,19,26,1.09E-06
2011,2,20,3,54,3,59,3,57,3,56,1.09E-06
2015,4,2,21,57,22,7,22,2,22,2,1.09E-06
2014,8,30,11,49,11,55,11,53,11,54,1.09E-06
2013,7,7,3,56,4,5,4,2,4,2,1.09E-06
2012,10,17,15,50,16,3,15,56,15,56,1.09E-06
2012,9,25,9,37,9,51,9,43,9,42,1.09E-06
2012,6,17,17,25,17,31,17,28,17,28,1.09E-06
2012,6,7,1,49,2,6,1,58,1,58,1.09E-06
2012,6,6,23,0,23,11,23,4,23,4,1.09E-06
2011,12,13,21,59,22,4,22,2,22,2,1.09E-06
2011,9,3,13,57,14,25,14,12,14,12,1.09E-06
2016,4,19,22,52,23,9,23,2,23,2,1.08E-06
2015,10,27,5,5,5,20,5,14,5,14,1.08E-06
2015,8,20,14,25,16,19,15,59,15,58,1.08E-06
2015,7,11,18,27,18,41,18,36,18,36,1.08E-06
2015,4,20,0,33,1,5,0,52,0,52,1.08E-06
2014,12,12,3,2,3,10,3,6,3,6,1.08E-06
2014,8,3,6,13,6,23,6,16,6,16,1.08E-06
2014,3,17,2,56,3,2,3,0,3,0,1.08E-06
2013,5,15,22,26,22,41,22,31,22,30,1.08E-06
2012,11,21,23,9,23,14,23,12,23,12,1.08E-06
2012,10,14,7,53,8,6,7,59,7,58,1.08E-06
2012,8,7,23,14,23,22,23,18,23,18,1.08E-06
2012,6,11,18,59,19,11,19,3,19,2,1.08E-06
2011,11,22,14,50,14,55,14,53,14,54,1.08E-06
2011,11,20,16,11,16,19,16,15,16,16,1.08E-06
2011,10,12,18,39,18,52,18,46,18,46,1.08E-06
2011,6,9,10,20,10,31,10,28,10,28,1.08E-06
2011,3,25,0,38,0,45,0,42,0,42,1.08E-06
2011,2,28,15,44,15,59,15,52,15,52,1.08E-06
2010,10,26,1,6,1,19,1,13,1,12,1.08E-06
2010,2,6,10,34,11,1,10,48,10,48,1.08E-06
2015,12,25,13,7,13,25,13,14,13,14,1.08E-06
2015,11,4,10,28,10,35,10,32,10,32,1.08E-06
2015,8,30,9,23,10,0,9,38,9,38,1.08E-06
2015,6,26,5,23,5,29,5,27,5,26,1.08E-06
2015,6,21,14,29,14,34,14,32,14,32,1.08E-06
2015,5,18,7,27,8,8,7,53,7,52,1.08E-06
2015,2,18,21,38,21,51,21,45,21,44,1.08E-06
2015,1,26,23,45,23,50,23,48,23,48,1.08E-06
2015,1,25,1,55,2,6,2,1,2,0,1.08E-06
2014,12,5,8,30,9,7,8,38,8,38,1.08E-06
2014,5,15,19,52,20,17,20,10,20,10,1.08E-06
2014,5,3,4,29,4,35,4,33,4,32,1.08E-06
2014,4,12,4,56,5,33,5,12,5,12,1.08E-06
2014,3,29,4,6,4,20,4,14,4,14,1.08E-06
2014,1,13,15,2,15,12,15,9,15,8,1.08E-06
2013,10,6,11,21,11,27,11,25,11,26,1.08E-06
2013,1,15,7,17,7,38,7,33,7,32,1.08E-06
2012,11,20,13,48,13,54,13,51,13,50,1.08E-06
2012,9,5,16,14,16,23,16,18,16,18,1.08E-06
2012,8,18,9,46,10,8,9,53,9,54,1.08E-06
2012,4,24,13,6,13,13,13,10,13,10,1.08E-06
2011,9,27,18,5,18,22,18,10,18,10,1.08E-06
2011,7,18,10,19,10,38,10,28,10,28,1.08E-06
2015,3,28,10,27,10,49,10,43,10,44,1.08E-06
2015,2,21,3,28,3,50,3,33,3,34,1.08E-06
2014,11,29,18,1,18,8,18,3,18,2,1.08E-06
2014,8,26,6,9,6,30,6,14,6,14,1.08E-06
2014,6,21,19,7,20,15,19,46,19,46,1.08E-06
2013,7,3,18,52,19,16,19,11,19,10,1.08E-06
2013,4,27,13,24,13,37,13,27,13,26,1.08E-06
2013,3,13,4,14,4,39,4,34,4,34,1.08E-06
2012,8,9,22,42,22,55,22,47,22,46,1.08E-06
2012,8,9,21,26,22,19,21,52,21,52,1.08E-06
2012,6,13,9,36,9,41,9,39,9,38,1.08E-06
2012,5,30,8,36,9,7,8,50,8,50,1.08E-06
2012,5,14,0,38,0,52,0,45,0,44,1.08E-06
2011,8,18,14,59,15,31,15,15,15,14,1.08E-06
2016,12,5,5,57,6,14,6,7,6,6,1.08E-06
2015,10,13,7,53,8,37,8,14,8,14,1.08E-06
2015,3,18,12,21,12,30,12,27,12,28,1.08E-06
2014,12,31,12,12,12,18,12,16,12,16,1.08E-06
2014,8,27,2,30,2,39,2,35,2,34,1.08E-06
2014,5,27,18,40,19,17,18,51,18,50,1.08E-06
2014,4,13,22,11,22,28,22,16,22,16,1.08E-06
2014,3,18,12,19,12,48,12,33,12,34,1.08E-06
2013,4,26,8,24,8,30,8,27,8,26,1.08E-06
2012,9,25,6,34,7,24,6,58,6,58,1.08E-06
2012,8,18,12,23,12,28,12,26,12,26,1.08E-06
2012,5,25,23,7,23,12,23,10,23,10,1.08E-06
2012,4,21,11,0,11,24,11,14,11,14,1.08E-06
2011,10,14,23,13,23,20,23,16,23,16,1.08E-06
2011,3,25,0,57,1,4,1,1,1,2,1.08E-06
2016,5,30,13,18,13,28,13,24,13,24,1.07E-06
2016,5,26,13,31,13,40,13,36,13,36,1.07E-06
2017,6,2,12,15,12,29,12,23,12,22,1.07E-06
2015,9,15,14,42,14,59,14,51,14,52,1.07E-06
2015,6,19,15,31,15,38,15,35,15,34,1.07E-06
2014,7,26,5,0,5,8,5,4,5,4,1.07E-06
2014,1,13,21,48,21,53,21,51,21,50,1.07E-06
2013,8,14,19,0,20,13,19,50,19,50,1.07E-06
2013,6,16,10,13,10,26,10,20,10,20,1.07E-06
2013,4,20,22,9,22,18,22,13,22,12,1.07E-06
2013,4,15,18,0,18,10,18,5,18,6,1.07E-06
2012,11,21,8,52,9,0,8,57,8,56,1.07E-06
2012,7,15,17,25,17,35,17,30,17,30,1.07E-06
2012,6,28,1,46,2,4,1,54,1,54,1.07E-06
2012,5,16,12,21,12,30,12,26,12,26,1.07E-06
2012,5,14,13,33,13,42,13,38,13,38,1.07E-06
2012,3,5,14,26,14,33,14,29,14,28,1.07E-06
2011,10,23,22,26,22,41,22,37,22,36,1.07E-06
2011,9,27,11,42,11,51,11,47,11,46,1.07E-06
2011,3,5,14,22,14,30,14,25,14,26,1.07E-06
2011,2,19,14,50,14,55,14,53,14,54,1.07E-06
2010,10,26,8,9,8,16,8,14,8,14,1.07E-06
2015,8,25,19,23,19,31,19,27,19,26,1.07E-06
2015,7,26,12,28,12,36,12,34,12,34,1.07E-06
2015,6,11,15,55,16,4,15,59,15,58,1.07E-06
2013,11,9,19,28,19,50,19,40,19,40,1.07E-06
2013,6,21,18,2,18,9,18,6,18,6,1.07E-06
2013,4,25,14,23,14,48,14,35,14,34,1.07E-06
2013,4,21,2,56,3,2,3,0,3,0,1.07E-06
2013,4,20,17,8,17,24,17,16,17,16,1.07E-06
2013,3,20,19,26,19,37,19,32,19,32,1.07E-06
2012,12,17,1,15,1,27,1,21,1,22,1.07E-06
2012,6,12,5,47,5,59,5,55,5,54,1.07E-06
2011,11,28,0,5,0,18,0,12,0,12,1.07E-06
2011,9,15,18,27,18,38,18,32,18,32,1.07E-06
2016,7,17,16,34,17,28,17,10,17,10,1.07E-06
2016,2,18,4,1,4,21,4,10,4,10,1.07E-06
2015,12,21,9,0,9,9,9,4,9,4,1.07E-06
2015,11,21,19,38,19,48,19,42,19,42,1.07E-06
2015,8,27,2,33,2,45,2,42,2,42,1.07E-06
